benchmark,model,mlir_baseline,v0_exec_time,v0_speedup,v45_exec_time,v45_speedup,v45_vs_v0_ratio,pytorch_eager,pytorch_jit
gpt2_block_873,gpt2,40726,57480.0,0.7085,44500.0,0.9152,1.2917,4529,8836
gpt2_block_901,gpt2,46285,21081033.0,0.0022,33750.0,1.3714,624.6232,8987,14334
gpt2_block_912,gpt2,44991,89691.0,0.5016,70440.0,0.6387,1.2733,7028,12562
gpt2_block_916,gpt2,36191,58400.0,0.6197,44971.0,0.8048,1.2986,4482,8727
gpt2_block_917,gpt2,54118,79391.0,0.6817,53611.0,1.0095,1.4809,7000,12442
gpt2_block_936,gpt2,43887,53890.0,0.8144,43070.0,1.019,1.2512,7051,13724
gpt2_block_95,gpt2,45789,89680.0,0.5106,62930.0,0.7276,1.4251,7018,12410
gpt2_block_963,gpt2,37565,42470.0,0.8845,36590.0,1.0266,1.1607,7041,12601
gpt2_block_973,gpt2,62433,99041.0,0.6304,61081.0,1.0221,1.6215,7103,12621
gpt2_block_987,gpt2,38078,16868628.0,0.0023,33780.0,1.1272,499.3673,9204,15787
gpt2_block_998,gpt2,46955,88991.0,0.5276,57841.0,0.8118,1.5385,7191,12396
gpt2_generic_15,gpt2,14811,13996583.0,0.0011,23900.0,0.6197,585.6311,23343,29502
llama3_2_1b_block_1017,llama3_2_1b,234516,228271.0,1.0274,209542.0,1.1192,1.0894,10006,16696
llama3_2_1b_block_1106,llama3_2_1b,201343,182691.0,1.1021,168971.0,1.1916,1.0812,10010,16483
llama3_2_1b_block_113,llama3_2_1b,181825,139981.0,1.2989,139051.0,1.3076,1.0067,9902,16770
llama3_2_1b_block_1210,llama3_2_1b,246515,265552.0,0.9283,246511.0,1.0,1.0772,8063,14031
llama3_2_1b_block_1243,llama3_2_1b,41770,37830.0,1.1042,34310.0,1.2174,1.1026,1427,7479
llama3_2_1b_block_1331,llama3_2_1b,41148,37171.0,1.107,33960.0,1.2117,1.0946,1437,7452
llama3_2_1b_block_1332,llama3_2_1b,193754,141071.0,1.3735,137921.0,1.4048,1.0228,7996,14931
llama3_2_1b_block_168,llama3_2_1b,223668,238542.0,0.9376,207771.0,1.0765,1.1481,8018,13676
llama3_2_1b_block_196,llama3_2_1b,70716,30264586.0,0.0023,121381.0,0.5826,249.3354,11735,16671
llama3_2_1b_block_21,llama3_2_1b,212595,186721.0,1.1386,175102.0,1.2141,1.0664,7995,14027
llama3_2_1b_block_22,llama3_2_1b,41124,37430.0,1.0987,34330.0,1.1979,1.0903,1435,8623
llama3_2_1b_block_222,llama3_2_1b,219527,181981.0,1.2063,167441.0,1.3111,1.0868,8395,15028
llama3_2_1b_block_223,llama3_2_1b,45397,37400.0,1.2138,34021.0,1.3344,1.0993,1419,7438
llama3_2_1b_block_279,llama3_2_1b,249111,280941.0,0.8867,249282.0,0.9993,1.127,9741,16584
llama3_2_1b_block_282,llama3_2_1b,200586,180141.0,1.1135,174132.0,1.1519,1.0345,9890,17108
llama3_2_1b_block_322,llama3_2_1b,233607,280391.0,0.8331,249831.0,0.9351,1.1223,10257,17083
llama3_2_1b_block_325,llama3_2_1b,197469,183331.0,1.0771,174502.0,1.1316,1.0506,9737,16406
llama3_2_1b_block_357,llama3_2_1b,199849,183951.0,1.0864,176101.0,1.1349,1.0446,10743,16604
llama3_2_1b_block_358,llama3_2_1b,42003,37370.0,1.124,34150.0,1.23,1.0943,1835,10089
llama3_2_1b_block_463,llama3_2_1b,41283,37790.0,1.0924,34321.0,1.2028,1.1011,1689,8788
llama3_2_1b_block_488,llama3_2_1b,77892,27961155.0,0.0028,115041.0,0.6771,243.0538,13187,19095
llama3_2_1b_block_508,llama3_2_1b,181820,140801.0,1.2913,137770.0,1.3197,1.022,11079,16431
llama3_2_1b_block_585,llama3_2_1b,205783,183301.0,1.1227,172051.0,1.1961,1.0654,9870,16416
llama3_2_1b_block_586,llama3_2_1b,41104,37210.0,1.1046,35150.0,1.1694,1.0586,1690,9150
llama3_2_1b_block_715,llama3_2_1b,43086,37320.0,1.1545,34170.0,1.2609,1.0922,1685,9310
llama3_2_1b_block_736,llama3_2_1b,63414,9639197.0,0.0066,121091.0,0.5237,79.6029,13361,20011
llama3_2_1b_block_756,llama3_2_1b,182745,141310.0,1.2932,137711.0,1.327,1.0261,9810,16659
llama3_2_1b_block_803,llama3_2_1b,41897,37260.0,1.1244,34610.0,1.2105,1.0766,1717,9179
llama3_2_1b_block_804,llama3_2_1b,181741,152161.0,1.1944,149751.0,1.2136,1.0161,9860,16358
llama3_2_1b_block_842,llama3_2_1b,197444,180681.0,1.0928,171311.0,1.1525,1.0547,9758,15996
llama3_2_1b_block_88,llama3_2_1b,81191,21568437.0,0.0038,120341.0,0.6747,179.2277,14509,19282
llama3_2_1b_block_890,llama3_2_1b,199133,177271.0,1.1233,167852.0,1.1864,1.0561,10793,16291
llama3_2_1b_block_912,llama3_2_1b,71687,21196465.0,0.0034,122021.0,0.5875,173.7116,12856,19158
llama3_2_1b_block_929,llama3_2_1b,239219,228372.0,1.0475,207651.0,1.152,1.0998,9615,16276
llama3_2_1b_block_932,llama3_2_1b,182749,140321.0,1.3024,138511.0,1.3194,1.0131,10052,17862
llama3_2_1b_block_979,llama3_2_1b,41132,37420.0,1.0992,34801.0,1.1819,1.0753,2728,9098
llama3_2_1b_generic_3,llama3_2_1b,41088,37490.0,1.096,33990.0,1.2088,1.103,9569,16258
mobilenet_v3_small_block_109,mobilenet_v3_small,2436600,36615661.0,0.0665,4023647.0,0.6056,9.1001,5987,8990
mobilenet_v3_small_block_111,mobilenet_v3_small,3944880,56384473.0,0.07,5741548.0,0.6871,9.8204,4827,9396
mobilenet_v3_small_block_116,mobilenet_v3_small,1749058,28248432.0,0.0619,3059630.0,0.5717,9.2326,54001,60864
mobilenet_v3_small_block_128,mobilenet_v3_small,1180041,20751476.0,0.0569,766525.0,1.5395,27.0721,227383,237688
mobilenet_v3_small_block_129,mobilenet_v3_small,157844,10228497.0,0.0154,264402.0,0.597,38.6854,13712,19823
mobilenet_v3_small_block_131,mobilenet_v3_small,104813,20005054.0,0.0052,187102.0,0.5602,106.9206,12551,19858
mobilenet_v3_small_block_145,mobilenet_v3_small,812990,32141170.0,0.0253,1234518.0,0.6585,26.0354,4612,8970
mobilenet_v3_small_block_161,mobilenet_v3_small,891994,34314440.0,0.026,1353659.0,0.659,25.3494,13598,18722
mobilenet_v3_small_block_169,mobilenet_v3_small,3098131,60179090.0,0.0515,4188858.0,0.7396,14.3665,4740,9111
mobilenet_v3_small_block_17,mobilenet_v3_small,1199804,47222240.0,0.0254,6338553.0,0.1893,7.45,241104,253068
mobilenet_v3_small_block_177,mobilenet_v3_small,546990,26469433.0,0.0207,374963.0,1.4588,70.5921,194193,205855
mobilenet_v3_small_block_199,mobilenet_v3_small,2555732,44769638.0,0.0571,3657014.0,0.6989,12.2421,4607,9004
mobilenet_v3_small_block_202,mobilenet_v3_small,1360121,39120193.0,0.0348,2139815.0,0.6356,18.282,48575,55423
mobilenet_v3_small_block_209,mobilenet_v3_small,125583,29524488.0,0.0043,242682.0,0.5175,121.6592,10615,16544
mobilenet_v3_small_block_218,mobilenet_v3_small,12387,19299750.0,0.0006,18460.0,0.671,1045.4902,4752,8960
mobilenet_v3_small_block_221,mobilenet_v3_small,5944,29181396.0,0.0002,9911.0,0.5997,2944.3443,4702,8802
mobilenet_v3_small_block_231,mobilenet_v3_small,2189685,31030585.0,0.0706,2347756.0,0.9327,13.2171,202461,210570
mobilenet_v3_small_block_255,mobilenet_v3_small,44751,44054135.0,0.001,143281.0,0.3123,307.4667,9862,15371
mobilenet_v3_small_block_264,mobilenet_v3_small,45968,27001646.0,0.0017,59530.0,0.7722,453.5805,4914,9583
mobilenet_v3_small_block_267,mobilenet_v3_small,20576,29251946.0,0.0007,29710.0,0.6926,984.5825,5164,9369
mobilenet_v3_small_block_274,mobilenet_v3_small,4810685,53586969.0,0.0898,6528794.0,0.7368,8.2078,202374,211652
mobilenet_v3_small_block_276,mobilenet_v3_small,4489930,44349136.0,0.1012,6360283.0,0.7059,6.9728,4883,9424
mobilenet_v3_small_block_277,mobilenet_v3_small,4454059,72073686.0,0.0618,6437384.0,0.6919,11.1961,20369,26486
mobilenet_v3_small_block_280,mobilenet_v3_small,4487244,60647263.0,0.074,6462444.0,0.6944,9.3846,4846,9656
mobilenet_v3_small_block_292,mobilenet_v3_small,70208,27669449.0,0.0025,231171.0,0.3037,119.6926,15375,20911
mobilenet_v3_small_block_295,mobilenet_v3_small,120353,13522843.0,0.0089,142911.0,0.8422,94.6242,1875,11026
mobilenet_v3_small_block_296,mobilenet_v3_small,138675,14996860.0,0.0092,214622.0,0.6461,69.8757,15318,20996
mobilenet_v3_small_block_297,mobilenet_v3_small,219399,21033178.0,0.0104,231552.0,0.9475,90.8357,15290,20937
mobilenet_v3_small_block_299,mobilenet_v3_small,194769,30196210.0,0.0065,230231.0,0.846,131.1561,5268,10016
mobilenet_v3_small_block_302,mobilenet_v3_small,93143,36689591.0,0.0025,115671.0,0.8052,317.1892,4765,9151
mobilenet_v3_small_block_308,mobilenet_v3_small,3400078,31339296.0,0.1085,4190868.0,0.8113,7.478,5175,10136
mobilenet_v3_small_block_312,mobilenet_v3_small,4090765,57474118.0,0.0712,4637081.0,0.8822,12.3945,215710,226897
mobilenet_v3_small_block_326,mobilenet_v3_small,2849628,31891508.0,0.0894,4495720.0,0.6339,7.0937,10663,14907
mobilenet_v3_small_block_329,mobilenet_v3_small,4469096,50305604.0,0.0888,6505694.0,0.687,7.7325,6081,9576
mobilenet_v3_small_block_342,mobilenet_v3_small,138638,32930963.0,0.0042,200052.0,0.693,164.612,16151,21343
mobilenet_v3_small_block_343,mobilenet_v3_small,211484,26001221.0,0.0081,261051.0,0.8101,99.6021,15019,21010
mobilenet_v3_small_block_346,mobilenet_v3_small,195120,42129586.0,0.0046,223582.0,0.8727,188.4301,23264,28460
mobilenet_v3_small_block_358,mobilenet_v3_small,3609178,41320642.0,0.0873,4171769.0,0.8651,9.9048,5165,9947
mobilenet_v3_small_block_365,mobilenet_v3_small,6441873,18008794.0,0.3577,8479787.0,0.7597,2.1237,5101,9794
mobilenet_v3_small_block_369,mobilenet_v3_small,6208768,45615924.0,0.1361,8496138.0,0.7308,5.369,232592,244898
mobilenet_v3_small_block_382,mobilenet_v3_small,2857890,22031483.0,0.1297,4494050.0,0.6359,4.9024,6809,11659
mobilenet_v3_small_block_49,mobilenet_v3_small,24457,11026311.0,0.0022,20600.0,1.1872,535.2578,1660,9433
mobilenet_v3_small_block_5,mobilenet_v3_small,63115,11029332.0,0.0057,33660.0,1.8751,327.6688,1678,9001
mobilenet_v3_small_block_51,mobilenet_v3_small,26878,16135915.0,0.0017,20580.0,1.306,784.0581,8338,14298
mobilenet_v3_small_block_66,mobilenet_v3_small,2444945,15673271.0,0.156,4016937.0,0.6087,3.9018,25984,32275
mobilenet_v3_small_block_69,mobilenet_v3_small,2587744,33854045.0,0.0764,4087917.0,0.633,8.2815,4625,9044
mobilenet_v3_small_block_81,mobilenet_v3_small,169908,19747182.0,0.0086,338882.0,0.5014,58.2716,13044,20850
mobilenet_v3_small_block_82,mobilenet_v3_small,1172081,19942133.0,0.0588,773225.0,1.5158,25.7909,226374,237692
mobilenet_v3_small_block_91,mobilenet_v3_small,22248,3662467.0,0.0061,19060.0,1.1673,192.1546,5788,9131
mobilenet_v3_small_conv_2d_nchw_fchw_10,mobilenet_v3_small,2322,8631861.0,0.0003,2980.0,0.7792,2896.5977,11925,16208
mobilenet_v3_small_conv_2d_nchw_fchw_20,mobilenet_v3_small,1226400,10353693.0,0.1185,1964184.0,0.6244,5.2712,48435,54477
mobilenet_v3_small_conv_2d_nchw_fchw_21,mobilenet_v3_small,6572,8551853.0,0.0008,7780.0,0.8447,1099.2099,12166,17433
mobilenet_v3_small_conv_2d_nchw_fchw_25,mobilenet_v3_small,25157,4880955.0,0.0052,23420.0,1.0742,208.4097,15563,20496
mobilenet_v3_small_conv_2d_nchw_fchw_27,mobilenet_v3_small,1635150,4337482.0,0.377,2026883.0,0.8067,2.14,47552,54048
mobilenet_v3_small_conv_2d_nchw_fchw_5,mobilenet_v3_small,1613243,10230033.0,0.1577,818275.0,1.9715,12.5019,192619,206681
mobilenet_v3_small_generic_25,mobilenet_v3_small,12608,5627639.0,0.0022,36411.0,0.3463,154.5588,26939,32477
mobilenet_v3_small_generic_28,mobilenet_v3_small,22040,8949675.0,0.0025,20630.0,1.0683,433.8185,8239,14022
mobilenet_v3_small_generic_56,mobilenet_v3_small,157,260.0,0.6038,230.0,0.6826,1.1304,5682,9364
mobilenet_v3_small_generic_58,mobilenet_v3_small,192,290.0,0.6621,250.0,0.768,1.16,4813,9224
mobilenet_v3_small_generic_81,mobilenet_v3_small,38104,9103167.0,0.0042,186621.0,0.2042,48.7789,41412,48347
mobilenet_v3_small_generic_93,mobilenet_v3_small,179,440.0,0.4068,330.0,0.5424,1.3333,4910,9527
resnet50_block_405,resnet50,271944,18029087.0,0.0151,790306.0,0.3441,22.8128,27499,33932
resnet50_generic_35,resnet50,187243,13047430.0,0.0144,452713.0,0.4136,28.8205,119780,133130
resnet50_generic_40,resnet50,97720,10512137.0,0.0093,226402.0,0.4316,46.4313,65991,91496
resnet50_generic_8,resnet50,401019,5613110.0,0.0714,2111244.0,0.1899,2.6587,440620,460768
resnext50_block_373,resnext50,282756,39082717.0,0.0072,898896.0,0.3146,43.4786,27280,33530
resnext50_generic_6,resnext50,167934,17715189.0,0.0095,1048208.0,0.1602,16.9005,226169,245802
resnext50_pooling_nchw_sum_0,resnext50,48980,9773084.0,0.005,56550.0,0.8661,172.822,69393,74706
single_bench_3812,single_bench,212058,4681926.0,0.0453,4406040.0,0.0481,1.0626,52794,61148
single_bench_3817,single_bench,98380,14190199.0,0.0069,3821696.0,0.0257,3.7131,34970,43543
single_bench_3886,single_bench,291363,11077111.0,0.0263,1028377.0,0.2833,10.7714,59816,68601
single_bench_3913,single_bench,674605,10212497.0,0.0661,2139674.0,0.3153,4.7729,111920,121235
single_bench_3916,single_bench,784338,14559940.0,0.0539,2510677.0,0.3124,5.7992,127217,136114
t5_block_1,t5,10742,4870.0,2.2057,4611.0,2.3296,1.0562,1824,9485
t5_block_108,t5,41249066,36530723.0,1.1292,31132180.0,1.325,1.1734,91742,98414
t5_block_114,t5,10474416,12655560.0,0.8277,5700028.0,1.8376,2.2203,30372,36598
t5_block_133,t5,45129338,37047686.0,1.2181,36563346.0,1.2343,1.0132,2482,6088
t5_block_142,t5,10457980,9415503.0,1.1107,4325849.0,2.4176,2.1766,87104,92202
t5_block_143,t5,22952,34490.0,0.6655,22931.0,1.0009,1.5041,5959,10839
t5_block_146,t5,17144,18841.0,0.9099,15810.0,1.0844,1.1917,6097,10859
t5_block_164,t5,10384813,14596502.0,0.7115,4330869.0,2.3979,3.3703,14049,20011
t5_block_191,t5,10306,5200.0,1.9819,4500.0,2.2902,1.1556,1819,9542
t5_block_194,t5,11163674,28186329.0,0.3961,7447201.0,1.499,3.7848,2607,6538
t5_block_223,t5,10436952,15371766.0,0.679,4294639.0,2.4302,3.5793,2857,16250
t5_block_231,t5,23836,33181.0,0.7184,29220.0,0.8157,1.1356,6314,11888
t5_block_253,t5,10375846,18099002.0,0.5733,4293829.0,2.4165,4.2151,4444,10249
t5_block_262,t5,10448457,17246177.0,0.6058,4268989.0,2.4475,4.0399,2864,15589
t5_block_270,t5,10419016,9901796.0,1.0522,4340230.0,2.4006,2.2814,89908,95514
t5_block_276,t5,10426315,11993118.0,0.8694,4296859.0,2.4265,2.7911,89503,95452
t5_block_3,t5,13161,11460.0,1.1484,8030.0,1.639,1.4271,13557,19863
t5_block_307,t5,10452585,15908810.0,0.657,4329619.0,2.4142,3.6744,89131,93231
t5_block_312,t5,10496597,13301205.0,0.7891,5676308.0,1.8492,2.3433,30182,38003
t5_block_318,t5,10396060,13091924.0,0.7941,4347309.0,2.3914,3.0115,87413,92966
t5_block_321,t5,19374,24220.0,0.7999,16471.0,1.1762,1.4705,7344,11676
t5_block_323,t5,10317,4861.0,2.1224,4640.0,2.2235,1.0476,1652,10477
t5_block_326,t5,44774074,44081828.0,1.0157,34633633.0,1.2928,1.2728,2434,6240
t5_block_328,t5,10367166,12795242.0,0.8102,4293539.0,2.4146,2.9801,2875,14505
t5_block_329,t5,10463225,13913039.0,0.752,5858379.0,1.786,2.3749,30288,36875
t5_block_340,t5,10437179,8083386.0,1.2912,4289019.0,2.4335,1.8847,13548,21287
t5_block_363,t5,23281,33851.0,0.6877,26450.0,0.8802,1.2798,6223,11589
t5_block_367,t5,10366,5240.0,1.9782,4360.0,2.3775,1.2018,1683,9182
t5_block_400,t5,10559388,12298429.0,0.8586,5681638.0,1.8585,2.1646,30332,37319
t5_block_409,t5,20012,26320.0,0.7603,16750.0,1.1947,1.5713,6160,11512
t5_block_410,t5,17105,17711.0,0.9658,15150.0,1.129,1.169,6304,12628
t5_block_420,t5,10448507,9398713.0,1.1117,4313569.0,2.4222,2.1789,4554,9222
t5_block_424,t5,10456429,5736582.0,1.8228,4313349.0,2.4242,1.33,4507,9167
t5_block_437,t5,10384553,10894312.0,0.9532,4350839.0,2.3868,2.504,87131,92835
t5_block_449,t5,11149403,35711281.0,0.3122,7103247.0,1.5696,5.0275,2423,6299
t5_block_45,t5,77119367,99261711.0,0.7769,90322258.0,0.8538,1.099,2391,6308
t5_block_5,t5,10369894,14956025.0,0.6934,4308549.0,2.4068,3.4712,4487,9272
t5_block_53,t5,10572264,18775346.0,0.5631,4324320.0,2.4448,4.3418,2840,14179
t5_block_62,t5,16597,15100.0,1.0991,12600.0,1.3172,1.1984,6187,11648
t5_block_68,t5,10452127,19633652.0,0.5324,4270289.0,2.4476,4.5977,2903,16409
t5_block_69,t5,10469662,16051362.0,0.6523,5730839.0,1.8269,2.8009,31143,37552
t5_block_76,t5,10408066,11046532.0,0.9422,4314909.0,2.4121,2.5601,4868,9129
t5_block_79,t5,10447177,16055430.0,0.6507,4313039.0,2.4222,3.7225,4511,9666
t5_block_81,t5,10186104,13586837.0,0.7497,4311869.0,2.3623,3.151,12792,19125
t5_block_96,t5,10452374,14932296.0,0.7,4247709.0,2.4607,3.5154,2835,16028
t5_generic_14,t5,1478,4400.0,0.3359,2150.0,0.6874,2.0465,4162,8282
vgg16_generic_4,vgg16,61766,16430794.0,0.0038,212911.0,0.2901,77.1721,66209,75421
vit_b_16_block_122,vit_b_16,467900,3501740.0,0.1336,2224075.0,0.2104,1.5745,21684,29833
vit_b_16_block_16,vit_b_16,189469,269281.0,0.7036,144461.0,1.3116,1.864,1726,9559
vit_b_16_block_162,vit_b_16,423353,2688795.0,0.1575,1713181.0,0.2471,1.5695,21718,29692
vit_b_16_block_171,vit_b_16,390805,2616165.0,0.1494,1763132.0,0.2217,1.4838,21871,30068
vit_b_16_block_244,vit_b_16,471342,3386899.0,0.1392,2263495.0,0.2082,1.4963,2594,5773
vit_b_16_block_253,vit_b_16,449485,3068998.0,0.1465,2009564.0,0.2237,1.5272,2646,5843
vit_b_16_block_291,vit_b_16,617214,3546920.0,0.174,2358536.0,0.2617,1.5039,21554,29071
vit_b_16_block_294,vit_b_16,414381,2652585.0,0.1562,2104814.0,0.1969,1.2602,2658,5852
vit_b_16_block_3,vit_b_16,189224,274811.0,0.6886,146331.0,1.2931,1.878,1667,9666
vit_b_16_block_303,vit_b_16,487171,3029837.0,0.1608,2002123.0,0.2433,1.5133,22698,29401
vit_b_16_block_308,vit_b_16,195918,272661.0,0.7185,132651.0,1.4769,2.0555,1691,9642
vit_b_16_block_411,vit_b_16,489525,3662441.0,0.1337,2408646.0,0.2032,1.5205,12892,16766
vit_b_16_block_412,vit_b_16,483415,3352829.0,0.1442,2286116.0,0.2115,1.4666,2609,5422
vit_b_16_block_414,vit_b_16,425351,2544845.0,0.1671,1720432.0,0.2472,1.4792,13307,16702
vit_b_16_block_45,vit_b_16,412451,2592935.0,0.1591,1736072.0,0.2376,1.4936,14031,16720
vit_b_16_block_461,vit_b_16,348875,2089213.0,0.167,1500320.0,0.2325,1.3925,4912,8441
vit_b_16_block_464,vit_b_16,189026,258032.0,0.7326,138411.0,1.3657,1.8642,1776,9918
vit_b_16_block_484,vit_b_16,324640,1828151.0,0.1776,1180987.0,0.2749,1.548,13734,16665
vit_b_16_block_519,vit_b_16,346786,2095832.0,0.1655,1488690.0,0.2329,1.4078,4537,8129
vit_b_16_block_53,vit_b_16,446510,3046268.0,0.1466,1987223.0,0.2247,1.5329,12770,16758
vit_b_16_block_548,vit_b_16,476999,3193878.0,0.1493,2193424.0,0.2175,1.4561,12836,16753
vit_b_16_block_586,vit_b_16,323312,1752190.0,0.1845,1179588.0,0.2741,1.4854,13411,16820
vit_b_16_block_59,vit_b_16,260778,1176027.0,0.2217,747025.0,0.3491,1.5743,12790,16730
vit_b_16_block_654,vit_b_16,197596,258481.0,0.7645,131831.0,1.4989,1.9607,1780,9019
vit_b_16_block_670,vit_b_16,399869,2604865.0,0.1535,1828193.0,0.2187,1.4248,13547,16752
vit_b_16_block_675,vit_b_16,385569,2534674.0,0.1521,1756322.0,0.2195,1.4432,13356,18239
vit_b_16_block_742,vit_b_16,403306,2592135.0,0.1556,1752832.0,0.2301,1.4788,12773,16886
vit_b_16_block_744,vit_b_16,195698,255172.0,0.7669,134421.0,1.4559,1.8983,1741,9032
vit_b_16_block_75,vit_b_16,481822,3574961.0,0.1348,2398216.0,0.2009,1.4907,13308,17106
vit_b_16_block_84,vit_b_16,470530,3249929.0,0.1448,2208405.0,0.2131,1.4716,14172,16894
vit_b_16_block_89,vit_b_16,188724,266442.0,0.7083,140431.0,1.3439,1.8973,1788,9874
vit_b_16_generic_10,vit_b_16,221136739,2923273389.0,0.0756,2618883085.0,0.0844,1.1162,162381,170701
vit_b_16_generic_17,vit_b_16,263698,13006885.0,0.0203,2044428.5,0.129,6.3621,242527,264680
whisper_base_block_10,whisper_base,2632519,27222367.0,0.0967,18997858.0,0.1386,1.4329,69840,76456
whisper_base_block_139,whisper_base,2611790,74600830.0,0.035,33037353.0,0.0791,2.2581,4818,7085
whisper_base_block_14,whisper_base,2995458,84594027.0,0.0354,32812522.0,0.0913,2.5781,2777,5432
whisper_base_block_140,whisper_base,2348027,121952583.0,0.0193,65006089.0,0.0361,1.876,71499,76747
whisper_base_block_182,whisper_base,2567757,115984289.0,0.0221,41468920.0,0.0619,2.7969,70687,77260
whisper_base_block_199,whisper_base,1636793,27534019.0,0.0594,16572802.0,0.0988,1.6614,71212,77542
whisper_base_block_200,whisper_base,956794,4667167.0,0.205,2849069.0,0.3358,1.6381,1872,10450
whisper_base_block_230,whisper_base,2081827,46735070.0,0.0445,27086183.0,0.0769,1.7254,4808,7209
whisper_base_block_245,whisper_base,956042,4609716.0,0.2074,2885569.0,0.3313,1.5975,1833,10675
whisper_base_block_246,whisper_base,1328032,19915835.0,0.0667,10130098.0,0.1311,1.966,72057,80025
whisper_base_block_283,whisper_base,2347503,61196113.0,0.0384,41446390.0,0.0566,1.4765,72002,80658
whisper_base_block_297,whisper_base,2263559,75927059.0,0.0298,35920873.0,0.063,2.1137,69647,77157
whisper_base_block_298,whisper_base,1738350,46060316.0,0.0377,19682123.0,0.0883,2.3402,5653,9456
whisper_base_block_383,whisper_base,2417881,48823031.0,0.0495,37084770.0,0.0652,1.3165,3725,7156
whisper_base_block_433,whisper_base,1940758,44327316.0,0.0438,29580521.0,0.0656,1.4985,72587,80639
whisper_base_block_442,whisper_base,2336993,47465465.0,0.0492,33284687.0,0.0702,1.426,3691,7320
whisper_base_block_443,whisper_base,2254863,82242455.0,0.0274,36363697.0,0.062,2.2617,72160,80419
whisper_base_block_444,whisper_base,1746123,22184768.0,0.0787,19184120.0,0.091,1.1564,5615,9567
whisper_base_block_482,whisper_base,2401826,73167003.0,0.0328,37035762.0,0.0649,1.9756,3630,7269
whisper_base_block_49,whisper_base,954340,4643557.0,0.2055,2937270.0,0.3249,1.5809,1808,9362
whisper_base_block_494,whisper_base,2327400,73715407.0,0.0316,32883964.0,0.0708,2.2417,3663,7224
whisper_base_block_495,whisper_base,2251961,79996934.0,0.0282,36617069.0,0.0615,2.1847,72183,80081
whisper_base_block_498,whisper_base,1617330,19203402.0,0.0842,16726174.0,0.0967,1.1481,72166,78259
whisper_base_block_526,whisper_base,2258439,65819051.0,0.0343,39234247.0,0.0576,1.6776,72820,79503
whisper_base_block_528,whisper_base,2021400,63698930.0,0.0317,26979244.0,0.0749,2.361,3671,7089
whisper_base_block_543,whisper_base,954693,4677097.0,0.2041,2862259.0,0.3335,1.6341,1788,9298
whisper_base_block_544,whisper_base,1294502,14160002.0,0.0914,9928679.0,0.1304,1.4262,70163,78545
whisper_base_block_583,whisper_base,1740279,33015732.0,0.0527,18696261.0,0.0931,1.7659,5624,9535
whisper_base_block_585,whisper_base,1614863,18787479.0,0.086,16506415.0,0.0978,1.1382,71926,80109
whisper_base_block_85,whisper_base,2021971,45176662.0,0.0448,26982538.0,0.0749,1.6743,3661,7182
whisper_base_block_97,whisper_base,1750503,47174013.0,0.0371,19016392.0,0.0921,2.4807,5486,9664
whisper_base_block_99,whisper_base,1606278,22843832.0,0.0703,18501449.0,0.0868,1.2347,72189,79972
yolov8m_conv_2d_nchw_fchw_17,yolov8m,423670,12728695.0,0.0333,417513.0,1.0147,30.4869,37631,45926
